entid,q402,q402_1,q402_2,q402_3
037af522-87ec-4e53-a2c1-4b52ffdc18ac,Fan,1,3,1
037af522-87ec-4e53-a2c1-4b52ffdc18ac,Laptop / Computer,0,0,0
037af522-87ec-4e53-a2c1-4b52ffdc18ac,Light bulb,1,3,1
037af522-87ec-4e53-a2c1-4b52ffdc18ac,Mobile phone charger,0,0,0
037af522-87ec-4e53-a2c1-4b52ffdc18ac,Radio,0,0,0
037af522-87ec-4e53-a2c1-4b52ffdc18ac,Television,0,0,0
03e2b0a9-f502-4623-845b-47e652d84746,Fan,1,3,8
03e2b0a9-f502-4623-845b-47e652d84746,Laptop / Computer,0,0,0
03e2b0a9-f502-4623-845b-47e652d84746,Light bulb,3,2,5
03e2b0a9-f502-4623-845b-47e652d84746,Mobile phone charger,0,0,0
03e2b0a9-f502-4623-845b-47e652d84746,Radio,1,2,5
03e2b0a9-f502-4623-845b-47e652d84746,Television,0,0,0
03f01ca6-c9f7-4d3d-963c-709152fac67e,Fan,0,0,0
03f01ca6-c9f7-4d3d-963c-709152fac67e,Laptop / Computer,0,0,0
03f01ca6-c9f7-4d3d-963c-709152fac67e,Light bulb,4,10,4
03f01ca6-c9f7-4d3d-963c-709152fac67e,Mobile phone charger,0,0,0
03f01ca6-c9f7-4d3d-963c-709152fac67e,Radio,0,0,0
03f01ca6-c9f7-4d3d-963c-709152fac67e,Television,0,0,0
041ed3b3-9dca-487d-bf6c-c317029573aa,Fan,0,0,0
041ed3b3-9dca-487d-bf6c-c317029573aa,Laptop / Computer,1,2,4
041ed3b3-9dca-487d-bf6c-c317029573aa,Light bulb,2,3,5
041ed3b3-9dca-487d-bf6c-c317029573aa,Mobile phone charger,17,5,5
041ed3b3-9dca-487d-bf6c-c317029573aa,Radio,0,0,0
041ed3b3-9dca-487d-bf6c-c317029573aa,Television,0,0,0
045857bd-7be4-4a7e-8e8a-ab48c36c012c,Fan,1,3,0
045857bd-7be4-4a7e-8e8a-ab48c36c012c,Laptop / Computer,0,0,0
045857bd-7be4-4a7e-8e8a-ab48c36c012c,Light bulb,2,3,4
045857bd-7be4-4a7e-8e8a-ab48c36c012c,Mobile phone charger,0,0,0
045857bd-7be4-4a7e-8e8a-ab48c36c012c,Radio,0,0,0
045857bd-7be4-4a7e-8e8a-ab48c36c012c,Television,0,0,0
047f6585-7115-4cee-9462-8d9103d513cb,Fan,1,6,2
047f6585-7115-4cee-9462-8d9103d513cb,Laptop / Computer,0,0,0
047f6585-7115-4cee-9462-8d9103d513cb,Light bulb,3,6,2
047f6585-7115-4cee-9462-8d9103d513cb,Mobile phone charger,2,6,2
047f6585-7115-4cee-9462-8d9103d513cb,Radio,0,0,0
047f6585-7115-4cee-9462-8d9103d513cb,Television,1,6,2
04c431e0-ec5b-4fc0-b50b-bc639290359a,Fan,1,2,5
04c431e0-ec5b-4fc0-b50b-bc639290359a,Laptop / Computer,0,0,0
04c431e0-ec5b-4fc0-b50b-bc639290359a,Light bulb,4,2,5
04c431e0-ec5b-4fc0-b50b-bc639290359a,Mobile phone charger,2,2,2
04c431e0-ec5b-4fc0-b50b-bc639290359a,Radio,0,0,0
04c431e0-ec5b-4fc0-b50b-bc639290359a,Television,0,0,0
04f6b374-7a6b-4391-84ce-7638f3ed4cb5,Fan,0,0,0
04f6b374-7a6b-4391-84ce-7638f3ed4cb5,Laptop / Computer,0,0,0
04f6b374-7a6b-4391-84ce-7638f3ed4cb5,Light bulb,4,0,1
04f6b374-7a6b-4391-84ce-7638f3ed4cb5,Mobile phone charger,0,0,0
04f6b374-7a6b-4391-84ce-7638f3ed4cb5,Radio,0,0,0
04f6b374-7a6b-4391-84ce-7638f3ed4cb5,Television,0,0,0
0540a4db-3ebb-493f-a106-0a4311206bde,Fan,0,0,0
0540a4db-3ebb-493f-a106-0a4311206bde,Laptop / Computer,0,0,0
0540a4db-3ebb-493f-a106-0a4311206bde,Light bulb,3,1,5
0540a4db-3ebb-493f-a106-0a4311206bde,Mobile phone charger,1,1,2
0540a4db-3ebb-493f-a106-0a4311206bde,Radio,1,3,5
0540a4db-3ebb-493f-a106-0a4311206bde,Television,0,0,0
05805c38-c70e-4096-afa9-c3b986cb56fa,Fan,1,3,0
05805c38-c70e-4096-afa9-c3b986cb56fa,Laptop / Computer,0,0,0
05805c38-c70e-4096-afa9-c3b986cb56fa,Light bulb,5,0,4
05805c38-c70e-4096-afa9-c3b986cb56fa,Mobile phone charger,1,2,0
05805c38-c70e-4096-afa9-c3b986cb56fa,Radio,0,0,0
05805c38-c70e-4096-afa9-c3b986cb56fa,Television,0,0,0
05d28ff2-9fb2-41d4-a1e3-33dd0bbc0c32,Fan,1,0,4
05d28ff2-9fb2-41d4-a1e3-33dd0bbc0c32,Laptop / Computer,0,0,0
05d28ff2-9fb2-41d4-a1e3-33dd0bbc0c32,Light bulb,2,0,4
05d28ff2-9fb2-41d4-a1e3-33dd0bbc0c32,Mobile phone charger,2,0,2
05d28ff2-9fb2-41d4-a1e3-33dd0bbc0c32,Radio,0,0,0
05d28ff2-9fb2-41d4-a1e3-33dd0bbc0c32,Television,0,0,0
05dd6db0-fbbd-4f26-84f6-7741e5d83455,Fan,0,0,0
05dd6db0-fbbd-4f26-84f6-7741e5d83455,Laptop / Computer,0,0,0
05dd6db0-fbbd-4f26-84f6-7741e5d83455,Light bulb,3,0,4
05dd6db0-fbbd-4f26-84f6-7741e5d83455,Mobile phone charger,3,2,0
05dd6db0-fbbd-4f26-84f6-7741e5d83455,Radio,0,0,0
05dd6db0-fbbd-4f26-84f6-7741e5d83455,Television,0,0,0
05fcdf73-5d98-4fdf-b109-7576a78128b4,Fan,1,6,3
05fcdf73-5d98-4fdf-b109-7576a78128b4,Laptop / Computer,0,0,0
05fcdf73-5d98-4fdf-b109-7576a78128b4,Light bulb,2,3,4
05fcdf73-5d98-4fdf-b109-7576a78128b4,Mobile phone charger,3,2,2
05fcdf73-5d98-4fdf-b109-7576a78128b4,Radio,0,0,0
05fcdf73-5d98-4fdf-b109-7576a78128b4,Television,0,0,0
061559c5-18ad-4750-b0a9-86d611688ea3,Fan,1,3,2
061559c5-18ad-4750-b0a9-86d611688ea3,Laptop / Computer,0,0,0
061559c5-18ad-4750-b0a9-86d611688ea3,Light bulb,0,0,0
061559c5-18ad-4750-b0a9-86d611688ea3,Mobile phone charger,1,0,3
061559c5-18ad-4750-b0a9-86d611688ea3,Radio,1,0,4
061559c5-18ad-4750-b0a9-86d611688ea3,Television,0,0,0
06193d6e-c300-4d27-a812-0f386992da8b,Fan,1,5,2
06193d6e-c300-4d27-a812-0f386992da8b,Laptop / Computer,0,0,0
06193d6e-c300-4d27-a812-0f386992da8b,Light bulb,2,1,3
06193d6e-c300-4d27-a812-0f386992da8b,Mobile phone charger,0,0,0
06193d6e-c300-4d27-a812-0f386992da8b,Radio,0,0,0
06193d6e-c300-4d27-a812-0f386992da8b,Television,0,0,0
064171d2-d20e-40c2-94f6-25c91160ee6b,Fan,2,7,4
064171d2-d20e-40c2-94f6-25c91160ee6b,Laptop / Computer,0,0,0
064171d2-d20e-40c2-94f6-25c91160ee6b,Light bulb,5,7,4
064171d2-d20e-40c2-94f6-25c91160ee6b,Mobile phone charger,3,3,4
064171d2-d20e-40c2-94f6-25c91160ee6b,Radio,0,0,0
064171d2-d20e-40c2-94f6-25c91160ee6b,Television,0,0,0
06fb0dbb-d3f7-4029-be2e-397f3436a054,Fan,0,0,0
06fb0dbb-d3f7-4029-be2e-397f3436a054,Laptop / Computer,0,0,0
06fb0dbb-d3f7-4029-be2e-397f3436a054,Light bulb,3,0,2
06fb0dbb-d3f7-4029-be2e-397f3436a054,Mobile phone charger,1,3,2
06fb0dbb-d3f7-4029-be2e-397f3436a054,Radio,0,0,0
06fb0dbb-d3f7-4029-be2e-397f3436a054,Television,0,0,0
0751a9da-29b3-418b-ac76-b574de977568,Fan,0,0,0
0751a9da-29b3-418b-ac76-b574de977568,Laptop / Computer,0,0,0
0751a9da-29b3-418b-ac76-b574de977568,Light bulb,2,0,5
0751a9da-29b3-418b-ac76-b574de977568,Mobile phone charger,0,0,0
0751a9da-29b3-418b-ac76-b574de977568,Radio,0,0,0
0751a9da-29b3-418b-ac76-b574de977568,Television,0,0,0
0755b6b4-712a-4d56-8408-43142a2aa6f5,Fan,0,0,0
0755b6b4-712a-4d56-8408-43142a2aa6f5,Laptop / Computer,0,0,0
0755b6b4-712a-4d56-8408-43142a2aa6f5,Light bulb,2,2,1
0755b6b4-712a-4d56-8408-43142a2aa6f5,Mobile phone charger,2,2,1
0755b6b4-712a-4d56-8408-43142a2aa6f5,Radio,0,0,0
0755b6b4-712a-4d56-8408-43142a2aa6f5,Television,0,0,0
0762d455-47ca-4f5b-8430-6412ba910ba1,Fan,0,0,0
0762d455-47ca-4f5b-8430-6412ba910ba1,Laptop / Computer,0,0,0
0762d455-47ca-4f5b-8430-6412ba910ba1,Light bulb,5,1,3
0762d455-47ca-4f5b-8430-6412ba910ba1,Mobile phone charger,0,0,0
0762d455-47ca-4f5b-8430-6412ba910ba1,Radio,0,0,0
0762d455-47ca-4f5b-8430-6412ba910ba1,Television,0,0,0
07b7073c-ee8d-4d3f-9b4b-9b9680c7f414,Fan,0,0,0
07b7073c-ee8d-4d3f-9b4b-9b9680c7f414,Laptop / Computer,1,10,4
07b7073c-ee8d-4d3f-9b4b-9b9680c7f414,Light bulb,3,10,4
07b7073c-ee8d-4d3f-9b4b-9b9680c7f414,Mobile phone charger,50,10,4
07b7073c-ee8d-4d3f-9b4b-9b9680c7f414,Radio,0,0,0
07b7073c-ee8d-4d3f-9b4b-9b9680c7f414,Television,0,0,0
07def7c9-0316-4eef-8f14-571cef836fe9,Fan,0,0,0
07def7c9-0316-4eef-8f14-571cef836fe9,Laptop / Computer,0,0,0
07def7c9-0316-4eef-8f14-571cef836fe9,Light bulb,2,2,1
07def7c9-0316-4eef-8f14-571cef836fe9,Mobile phone charger,1,2,1
07def7c9-0316-4eef-8f14-571cef836fe9,Radio,0,0,0
07def7c9-0316-4eef-8f14-571cef836fe9,Television,0,0,0
0834485e-aa57-45f9-af9e-1414eca3c8f1,Fan,0,0,0
0834485e-aa57-45f9-af9e-1414eca3c8f1,Laptop / Computer,0,0,0
0834485e-aa57-45f9-af9e-1414eca3c8f1,Light bulb,2,3,1
0834485e-aa57-45f9-af9e-1414eca3c8f1,Mobile phone charger,0,0,0
0834485e-aa57-45f9-af9e-1414eca3c8f1,Radio,0,0,0
0834485e-aa57-45f9-af9e-1414eca3c8f1,Television,0,0,0
08b4f680-d244-48c1-b449-4393437819d4,Fan,1,0,3
08b4f680-d244-48c1-b449-4393437819d4,Laptop / Computer,0,0,0
08b4f680-d244-48c1-b449-4393437819d4,Light bulb,1,0,3
08b4f680-d244-48c1-b449-4393437819d4,Mobile phone charger,1,0,3
08b4f680-d244-48c1-b449-4393437819d4,Radio,1,2,3
08b4f680-d244-48c1-b449-4393437819d4,Television,0,0,0
08e1054e-bd1b-4fa7-adca-11720ae4a11d,Fan,0,0,0
08e1054e-bd1b-4fa7-adca-11720ae4a11d,Laptop / Computer,0,0,0
08e1054e-bd1b-4fa7-adca-11720ae4a11d,Light bulb,2,2,3
08e1054e-bd1b-4fa7-adca-11720ae4a11d,Mobile phone charger,1,2,2
08e1054e-bd1b-4fa7-adca-11720ae4a11d,Radio,0,0,0
08e1054e-bd1b-4fa7-adca-11720ae4a11d,Television,0,0,0
08f5d679-3ef3-4fda-9250-c4139a2c9da6,Fan,1,6,7
08f5d679-3ef3-4fda-9250-c4139a2c9da6,Laptop / Computer,0,0,0
08f5d679-3ef3-4fda-9250-c4139a2c9da6,Light bulb,3,6,7
08f5d679-3ef3-4fda-9250-c4139a2c9da6,Mobile phone charger,0,0,0
08f5d679-3ef3-4fda-9250-c4139a2c9da6,Radio,0,0,0
08f5d679-3ef3-4fda-9250-c4139a2c9da6,Television,0,0,0
0910ab56-9912-42f9-8d36-fd90d4feab82,Fan,0,0,0
0910ab56-9912-42f9-8d36-fd90d4feab82,Laptop / Computer,0,0,0
0910ab56-9912-42f9-8d36-fd90d4feab82,Light bulb,3,8,6
0910ab56-9912-42f9-8d36-fd90d4feab82,Mobile phone charger,40,8,6
0910ab56-9912-42f9-8d36-fd90d4feab82,Radio,0,0,0
0910ab56-9912-42f9-8d36-fd90d4feab82,Television,0,0,0
0a03a7f2-847f-4fe0-89be-6ff295eabea2,Fan,2,2,1
0a03a7f2-847f-4fe0-89be-6ff295eabea2,Laptop / Computer,0,0,0
0a03a7f2-847f-4fe0-89be-6ff295eabea2,Light bulb,1,0,2
0a03a7f2-847f-4fe0-89be-6ff295eabea2,Mobile phone charger,1,2,1
0a03a7f2-847f-4fe0-89be-6ff295eabea2,Radio,1,2,1
0a03a7f2-847f-4fe0-89be-6ff295eabea2,Television,0,0,0
0a3c8b82-0e82-4359-b2f0-569be6423ac3,Fan,1,0,3
0a3c8b82-0e82-4359-b2f0-569be6423ac3,Laptop / Computer,0,0,0
0a3c8b82-0e82-4359-b2f0-569be6423ac3,Light bulb,3,0,2
0a3c8b82-0e82-4359-b2f0-569be6423ac3,Mobile phone charger,2,0,2
0a3c8b82-0e82-4359-b2f0-569be6423ac3,Radio,0,0,0
0a3c8b82-0e82-4359-b2f0-569be6423ac3,Television,1,0,5
0aad603c-0b79-4312-b7bd-bae57965acfe,Fan,6,2,3
0aad603c-0b79-4312-b7bd-bae57965acfe,Laptop / Computer,1,2,2
0aad603c-0b79-4312-b7bd-bae57965acfe,Light bulb,21,2,3
0aad603c-0b79-4312-b7bd-bae57965acfe,Mobile phone charger,0,0,0
0aad603c-0b79-4312-b7bd-bae57965acfe,Radio,0,0,0
0aad603c-0b79-4312-b7bd-bae57965acfe,Television,1,2,1
0ae2d9ac-ba88-4a23-9519-7d3fecaefaf5,Fan,0,0,0
0ae2d9ac-ba88-4a23-9519-7d3fecaefaf5,Laptop / Computer,0,0,0
0ae2d9ac-ba88-4a23-9519-7d3fecaefaf5,Light bulb,2,1,1
0ae2d9ac-ba88-4a23-9519-7d3fecaefaf5,Mobile phone charger,2,1,1
0ae2d9ac-ba88-4a23-9519-7d3fecaefaf5,Radio,0,0,0
0ae2d9ac-ba88-4a23-9519-7d3fecaefaf5,Television,0,0,0
0b6b5fd7-0ed6-4257-a710-a7c0a44f6f8d,Fan,0,0,0
0b6b5fd7-0ed6-4257-a710-a7c0a44f6f8d,Laptop / Computer,0,0,0
0b6b5fd7-0ed6-4257-a710-a7c0a44f6f8d,Light bulb,3,0,6
0b6b5fd7-0ed6-4257-a710-a7c0a44f6f8d,Mobile phone charger,2,1,6
0b6b5fd7-0ed6-4257-a710-a7c0a44f6f8d,Radio,0,0,0
0b6b5fd7-0ed6-4257-a710-a7c0a44f6f8d,Television,0,0,0
0bb6e439-065b-488f-af3a-fac4d475ba6c,Fan,0,0,0
0bb6e439-065b-488f-af3a-fac4d475ba6c,Laptop / Computer,0,0,0
0bb6e439-065b-488f-af3a-fac4d475ba6c,Light bulb,2,3,3
0bb6e439-065b-488f-af3a-fac4d475ba6c,Mobile phone charger,0,0,0
0bb6e439-065b-488f-af3a-fac4d475ba6c,Radio,0,0,0
0bb6e439-065b-488f-af3a-fac4d475ba6c,Television,0,0,0
0c277092-5c67-401e-af98-765a9f62748d,Fan,0,0,0
0c277092-5c67-401e-af98-765a9f62748d,Laptop / Computer,0,0,0
0c277092-5c67-401e-af98-765a9f62748d,Light bulb,2,2,2
0c277092-5c67-401e-af98-765a9f62748d,Mobile phone charger,0,0,0
0c277092-5c67-401e-af98-765a9f62748d,Radio,0,0,0
0c277092-5c67-401e-af98-765a9f62748d,Television,0,0,0
0ccd0925-10a9-4581-9239-d55466db426e,Fan,2,0,2
0ccd0925-10a9-4581-9239-d55466db426e,Laptop / Computer,0,0,0
0ccd0925-10a9-4581-9239-d55466db426e,Light bulb,5,0,2
0ccd0925-10a9-4581-9239-d55466db426e,Mobile phone charger,1,2,0
0ccd0925-10a9-4581-9239-d55466db426e,Radio,1,0,2
0ccd0925-10a9-4581-9239-d55466db426e,Television,0,0,0
0cd9e161-a112-42e0-ba28-a103f24a1201,Fan,1,6,4
0cd9e161-a112-42e0-ba28-a103f24a1201,Laptop / Computer,0,0,0
0cd9e161-a112-42e0-ba28-a103f24a1201,Light bulb,1,4,4
0cd9e161-a112-42e0-ba28-a103f24a1201,Mobile phone charger,20,6,4
0cd9e161-a112-42e0-ba28-a103f24a1201,Radio,0,0,0
0cd9e161-a112-42e0-ba28-a103f24a1201,Television,0,0,0
0d2307e7-da27-4bc0-9030-ddf3b85cd850,Fan,0,0,0
0d2307e7-da27-4bc0-9030-ddf3b85cd850,Laptop / Computer,0,0,0
0d2307e7-da27-4bc0-9030-ddf3b85cd850,Light bulb,2,1,1
0d2307e7-da27-4bc0-9030-ddf3b85cd850,Mobile phone charger,0,0,0
0d2307e7-da27-4bc0-9030-ddf3b85cd850,Radio,1,1,1
0d2307e7-da27-4bc0-9030-ddf3b85cd850,Television,0,0,0
0d5f309f-dab2-4c1e-8db0-cd78d27f13dd,Fan,1,4,4
0d5f309f-dab2-4c1e-8db0-cd78d27f13dd,Laptop / Computer,0,0,0
0d5f309f-dab2-4c1e-8db0-cd78d27f13dd,Light bulb,3,0,4
0d5f309f-dab2-4c1e-8db0-cd78d27f13dd,Mobile phone charger,1,0,2
0d5f309f-dab2-4c1e-8db0-cd78d27f13dd,Radio,0,0,0
0d5f309f-dab2-4c1e-8db0-cd78d27f13dd,Television,1,4,4
0d9a041a-37b1-4088-83b0-bd52914db88c,Fan,1,0,2
0d9a041a-37b1-4088-83b0-bd52914db88c,Laptop / Computer,0,0,0
0d9a041a-37b1-4088-83b0-bd52914db88c,Light bulb,3,0,2
0d9a041a-37b1-4088-83b0-bd52914db88c,Mobile phone charger,1,0,2
0d9a041a-37b1-4088-83b0-bd52914db88c,Radio,0,0,0
0d9a041a-37b1-4088-83b0-bd52914db88c,Television,0,0,0
0e1b52db-99ec-4777-bff8-e0477bdd3e8a,Fan,0,0,0
0e1b52db-99ec-4777-bff8-e0477bdd3e8a,Laptop / Computer,0,0,0
0e1b52db-99ec-4777-bff8-e0477bdd3e8a,Light bulb,2,3,1
0e1b52db-99ec-4777-bff8-e0477bdd3e8a,Mobile phone charger,1,2,0
0e1b52db-99ec-4777-bff8-e0477bdd3e8a,Radio,0,0,0
0e1b52db-99ec-4777-bff8-e0477bdd3e8a,Television,0,0,0
0e6deb5f-6bab-4675-9a75-5edc16bedd9d,Fan,1,4,5
0e6deb5f-6bab-4675-9a75-5edc16bedd9d,Laptop / Computer,0,0,0
0e6deb5f-6bab-4675-9a75-5edc16bedd9d,Light bulb,4,2,4
0e6deb5f-6bab-4675-9a75-5edc16bedd9d,Mobile phone charger,1,2,1
0e6deb5f-6bab-4675-9a75-5edc16bedd9d,Radio,1,5,4
0e6deb5f-6bab-4675-9a75-5edc16bedd9d,Television,0,0,0
0ea0e103-4151-4457-a77f-11a40db0e217,Fan,1,5,2
0ea0e103-4151-4457-a77f-11a40db0e217,Laptop / Computer,0,0,0
0ea0e103-4151-4457-a77f-11a40db0e217,Light bulb,2,8,2
0ea0e103-4151-4457-a77f-11a40db0e217,Mobile phone charger,1,1,0
0ea0e103-4151-4457-a77f-11a40db0e217,Radio,0,0,0
0ea0e103-4151-4457-a77f-11a40db0e217,Television,0,0,0
0f1bd054-a69d-4c72-bb74-1c82509a70cc,Fan,2,10,2
0f1bd054-a69d-4c72-bb74-1c82509a70cc,Laptop / Computer,2,12,2
0f1bd054-a69d-4c72-bb74-1c82509a70cc,Light bulb,6,10,2
0f1bd054-a69d-4c72-bb74-1c82509a70cc,Mobile phone charger,3,2,2
0f1bd054-a69d-4c72-bb74-1c82509a70cc,Radio,1,10,2
0f1bd054-a69d-4c72-bb74-1c82509a70cc,Television,1,10,2
0f350ddf-3ce6-4b5a-9723-dd1f00e6a23d,Fan,2,0,3
0f350ddf-3ce6-4b5a-9723-dd1f00e6a23d,Laptop / Computer,0,0,0
0f350ddf-3ce6-4b5a-9723-dd1f00e6a23d,Light bulb,3,2,3
0f350ddf-3ce6-4b5a-9723-dd1f00e6a23d,Mobile phone charger,1,2,1
0f350ddf-3ce6-4b5a-9723-dd1f00e6a23d,Radio,0,0,0
0f350ddf-3ce6-4b5a-9723-dd1f00e6a23d,Television,0,0,0
0f864f17-032c-4d22-8ae7-fa89248849f7,Fan,0,0,0
0f864f17-032c-4d22-8ae7-fa89248849f7,Laptop / Computer,0,0,0
0f864f17-032c-4d22-8ae7-fa89248849f7,Light bulb,2,1,1
0f864f17-032c-4d22-8ae7-fa89248849f7,Mobile phone charger,0,0,0
0f864f17-032c-4d22-8ae7-fa89248849f7,Radio,0,0,0
0f864f17-032c-4d22-8ae7-fa89248849f7,Television,0,0,0
0fa22787-b30b-4b84-964f-fcb22728e63e,Fan,0,0,0
0fa22787-b30b-4b84-964f-fcb22728e63e,Laptop / Computer,0,0,0
0fa22787-b30b-4b84-964f-fcb22728e63e,Light bulb,3,0,5
0fa22787-b30b-4b84-964f-fcb22728e63e,Mobile phone charger,2,0,2
0fa22787-b30b-4b84-964f-fcb22728e63e,Radio,0,0,0
0fa22787-b30b-4b84-964f-fcb22728e63e,Television,0,0,0
0fc86baf-31f7-491a-bd94-cf5e00468c4b,Fan,2,5,2
0fc86baf-31f7-491a-bd94-cf5e00468c4b,Laptop / Computer,0,0,0
0fc86baf-31f7-491a-bd94-cf5e00468c4b,Light bulb,1,8,2
0fc86baf-31f7-491a-bd94-cf5e00468c4b,Mobile phone charger,1,2,0
0fc86baf-31f7-491a-bd94-cf5e00468c4b,Radio,0,0,0
0fc86baf-31f7-491a-bd94-cf5e00468c4b,Television,0,0,0
0fe452e0-bdd5-464e-85b2-a6fff1c8aa6d,Fan,0,0,0
0fe452e0-bdd5-464e-85b2-a6fff1c8aa6d,Laptop / Computer,0,0,0
0fe452e0-bdd5-464e-85b2-a6fff1c8aa6d,Light bulb,1,0,1
0fe452e0-bdd5-464e-85b2-a6fff1c8aa6d,Mobile phone charger,1,2,1
0fe452e0-bdd5-464e-85b2-a6fff1c8aa6d,Radio,0,0,0
